class_name,source_wav,segment_index,start_sec,end_sec,npy_path,png_path,feature_shape
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,45,92.0,94.0,aimxr/aimxr_user1_1_seg000045.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,46,94.0,96.0,aimxr/aimxr_user1_1_seg000046.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,47,96.0,98.0,aimxr/aimxr_user1_1_seg000047.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,48,98.0,100.0,aimxr/aimxr_user1_1_seg000048.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,49,100.0,102.0,aimxr/aimxr_user1_1_seg000049.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,50,102.0,104.0,aimxr/aimxr_user1_1_seg000050.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,51,104.0,106.0,aimxr/aimxr_user1_1_seg000051.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,52,106.0,108.0,aimxr/aimxr_user1_1_seg000052.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,53,108.0,110.0,aimxr/aimxr_user1_1_seg000053.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,54,110.0,112.0,aimxr/aimxr_user1_1_seg000054.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,55,112.0,114.0,aimxr/aimxr_user1_1_seg000055.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,56,114.0,116.0,aimxr/aimxr_user1_1_seg000056.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,57,116.0,118.0,aimxr/aimxr_user1_1_seg000057.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,58,118.0,120.0,aimxr/aimxr_user1_1_seg000058.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,59,120.0,122.0,aimxr/aimxr_user1_1_seg000059.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,60,122.0,124.0,aimxr/aimxr_user1_1_seg000060.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,61,124.0,126.0,aimxr/aimxr_user1_1_seg000061.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,62,126.0,128.0,aimxr/aimxr_user1_1_seg000062.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,63,128.0,130.0,aimxr/aimxr_user1_1_seg000063.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,64,130.0,132.0,aimxr/aimxr_user1_1_seg000064.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,65,132.0,134.0,aimxr/aimxr_user1_1_seg000065.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,66,134.0,136.0,aimxr/aimxr_user1_1_seg000066.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,67,136.0,138.0,aimxr/aimxr_user1_1_seg000067.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,68,138.0,140.0,aimxr/aimxr_user1_1_seg000068.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,69,140.0,142.0,aimxr/aimxr_user1_1_seg000069.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,70,142.0,144.0,aimxr/aimxr_user1_1_seg000070.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,71,144.0,146.0,aimxr/aimxr_user1_1_seg000071.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,72,146.0,148.0,aimxr/aimxr_user1_1_seg000072.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,73,148.0,150.0,aimxr/aimxr_user1_1_seg000073.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,74,150.0,152.0,aimxr/aimxr_user1_1_seg000074.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,75,152.0,154.0,aimxr/aimxr_user1_1_seg000075.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,76,154.0,156.0,aimxr/aimxr_user1_1_seg000076.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,77,156.0,158.0,aimxr/aimxr_user1_1_seg000077.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,78,158.0,160.0,aimxr/aimxr_user1_1_seg000078.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,79,160.0,162.0,aimxr/aimxr_user1_1_seg000079.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,80,162.0,164.0,aimxr/aimxr_user1_1_seg000080.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,81,164.0,166.0,aimxr/aimxr_user1_1_seg000081.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,82,166.0,168.0,aimxr/aimxr_user1_1_seg000082.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,83,168.0,170.0,aimxr/aimxr_user1_1_seg000083.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,84,170.0,172.0,aimxr/aimxr_user1_1_seg000084.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,85,172.0,174.0,aimxr/aimxr_user1_1_seg000085.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,86,174.0,176.0,aimxr/aimxr_user1_1_seg000086.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,87,176.0,178.0,aimxr/aimxr_user1_1_seg000087.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_1.wav,88,178.0,180.0,aimxr/aimxr_user1_1_seg000088.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,0,2.0,4.0,aimxr/aimxr_user1_2_seg000000.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,1,4.0,6.0,aimxr/aimxr_user1_2_seg000001.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,2,6.0,8.0,aimxr/aimxr_user1_2_seg000002.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,3,8.0,10.0,aimxr/aimxr_user1_2_seg000003.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,4,10.0,12.0,aimxr/aimxr_user1_2_seg000004.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,5,12.0,14.0,aimxr/aimxr_user1_2_seg000005.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,6,14.0,16.0,aimxr/aimxr_user1_2_seg000006.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,7,16.0,18.0,aimxr/aimxr_user1_2_seg000007.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,8,18.0,20.0,aimxr/aimxr_user1_2_seg000008.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,9,20.0,22.0,aimxr/aimxr_user1_2_seg000009.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,10,22.0,24.0,aimxr/aimxr_user1_2_seg000010.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,11,24.0,26.0,aimxr/aimxr_user1_2_seg000011.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,12,26.0,28.0,aimxr/aimxr_user1_2_seg000012.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,13,28.0,30.0,aimxr/aimxr_user1_2_seg000013.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,14,30.0,32.0,aimxr/aimxr_user1_2_seg000014.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,15,32.0,34.0,aimxr/aimxr_user1_2_seg000015.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,16,34.0,36.0,aimxr/aimxr_user1_2_seg000016.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,17,36.0,38.0,aimxr/aimxr_user1_2_seg000017.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,18,38.0,40.0,aimxr/aimxr_user1_2_seg000018.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,19,40.0,42.0,aimxr/aimxr_user1_2_seg000019.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,20,42.0,44.0,aimxr/aimxr_user1_2_seg000020.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,21,44.0,46.0,aimxr/aimxr_user1_2_seg000021.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,22,46.0,48.0,aimxr/aimxr_user1_2_seg000022.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,23,48.0,50.0,aimxr/aimxr_user1_2_seg000023.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,24,50.0,52.0,aimxr/aimxr_user1_2_seg000024.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,25,52.0,54.0,aimxr/aimxr_user1_2_seg000025.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,26,54.0,56.0,aimxr/aimxr_user1_2_seg000026.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,27,56.0,58.0,aimxr/aimxr_user1_2_seg000027.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,28,58.0,60.0,aimxr/aimxr_user1_2_seg000028.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,29,60.0,62.0,aimxr/aimxr_user1_2_seg000029.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,30,62.0,64.0,aimxr/aimxr_user1_2_seg000030.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,31,64.0,66.0,aimxr/aimxr_user1_2_seg000031.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,32,66.0,68.0,aimxr/aimxr_user1_2_seg000032.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,33,68.0,70.0,aimxr/aimxr_user1_2_seg000033.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,34,70.0,72.0,aimxr/aimxr_user1_2_seg000034.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,35,72.0,74.0,aimxr/aimxr_user1_2_seg000035.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,36,74.0,76.0,aimxr/aimxr_user1_2_seg000036.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,37,76.0,78.0,aimxr/aimxr_user1_2_seg000037.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,38,78.0,80.0,aimxr/aimxr_user1_2_seg000038.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,39,80.0,82.0,aimxr/aimxr_user1_2_seg000039.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,40,82.0,84.0,aimxr/aimxr_user1_2_seg000040.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,41,84.0,86.0,aimxr/aimxr_user1_2_seg000041.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,42,86.0,88.0,aimxr/aimxr_user1_2_seg000042.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,43,88.0,90.0,aimxr/aimxr_user1_2_seg000043.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,44,90.0,92.0,aimxr/aimxr_user1_2_seg000044.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,45,92.0,94.0,aimxr/aimxr_user1_2_seg000045.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,46,94.0,96.0,aimxr/aimxr_user1_2_seg000046.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,47,96.0,98.0,aimxr/aimxr_user1_2_seg000047.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,48,98.0,100.0,aimxr/aimxr_user1_2_seg000048.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,49,100.0,102.0,aimxr/aimxr_user1_2_seg000049.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,50,102.0,104.0,aimxr/aimxr_user1_2_seg000050.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,51,104.0,106.0,aimxr/aimxr_user1_2_seg000051.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,52,106.0,108.0,aimxr/aimxr_user1_2_seg000052.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,53,108.0,110.0,aimxr/aimxr_user1_2_seg000053.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,54,110.0,112.0,aimxr/aimxr_user1_2_seg000054.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,55,112.0,114.0,aimxr/aimxr_user1_2_seg000055.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,56,114.0,116.0,aimxr/aimxr_user1_2_seg000056.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,57,116.0,118.0,aimxr/aimxr_user1_2_seg000057.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,58,118.0,120.0,aimxr/aimxr_user1_2_seg000058.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,59,120.0,122.0,aimxr/aimxr_user1_2_seg000059.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,60,122.0,124.0,aimxr/aimxr_user1_2_seg000060.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,61,124.0,126.0,aimxr/aimxr_user1_2_seg000061.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,62,126.0,128.0,aimxr/aimxr_user1_2_seg000062.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,63,128.0,130.0,aimxr/aimxr_user1_2_seg000063.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,64,130.0,132.0,aimxr/aimxr_user1_2_seg000064.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,65,132.0,134.0,aimxr/aimxr_user1_2_seg000065.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,66,134.0,136.0,aimxr/aimxr_user1_2_seg000066.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,67,136.0,138.0,aimxr/aimxr_user1_2_seg000067.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,68,138.0,140.0,aimxr/aimxr_user1_2_seg000068.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,69,140.0,142.0,aimxr/aimxr_user1_2_seg000069.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,70,142.0,144.0,aimxr/aimxr_user1_2_seg000070.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,71,144.0,146.0,aimxr/aimxr_user1_2_seg000071.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,72,146.0,148.0,aimxr/aimxr_user1_2_seg000072.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,73,148.0,150.0,aimxr/aimxr_user1_2_seg000073.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,74,150.0,152.0,aimxr/aimxr_user1_2_seg000074.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,75,152.0,154.0,aimxr/aimxr_user1_2_seg000075.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,76,154.0,156.0,aimxr/aimxr_user1_2_seg000076.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,77,156.0,158.0,aimxr/aimxr_user1_2_seg000077.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,78,158.0,160.0,aimxr/aimxr_user1_2_seg000078.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,79,160.0,162.0,aimxr/aimxr_user1_2_seg000079.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,80,162.0,164.0,aimxr/aimxr_user1_2_seg000080.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,81,164.0,166.0,aimxr/aimxr_user1_2_seg000081.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,82,166.0,168.0,aimxr/aimxr_user1_2_seg000082.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,83,168.0,170.0,aimxr/aimxr_user1_2_seg000083.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,84,170.0,172.0,aimxr/aimxr_user1_2_seg000084.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,85,172.0,174.0,aimxr/aimxr_user1_2_seg000085.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,86,174.0,176.0,aimxr/aimxr_user1_2_seg000086.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,87,176.0,178.0,aimxr/aimxr_user1_2_seg000087.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,88,178.0,180.0,aimxr/aimxr_user1_2_seg000088.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_2.wav,89,180.0,182.0,aimxr/aimxr_user1_2_seg000089.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_3.wav,0,2.0,4.0,aimxr/aimxr_user1_3_seg000000.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_3.wav,1,4.0,6.0,aimxr/aimxr_user1_3_seg000001.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_3.wav,2,6.0,8.0,aimxr/aimxr_user1_3_seg000002.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_3.wav,3,8.0,10.0,aimxr/aimxr_user1_3_seg000003.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_3.wav,4,10.0,12.0,aimxr/aimxr_user1_3_seg000004.npy,,96x184
aimxr,数据_修改\appidentity\aimxr\user1\aimxr_user1_3.wav,5,12.0,14.0,aimxr/aimxr_user1_3_seg000005.npy,,96x184
